cidade,mes_referencia,timestamp,ortodontia,clinico_geral,profilaxia,restauracao,avaliacoes_novas
Soledade,2026-03,2026-03-11T20:11:40.598413,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-11T20:11:40.598413,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T20:12:34.066613,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T20:12:34.066613,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T20:12:34.066613,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T20:12:34.066613,meta_avaliacao,76,25,-51,"32,895%"
Garibaldi,2026-03,2026-03-11T20:12:34.066613,meta_profilaxia,40,12,-28,"30,000%"
Garibaldi,2026-03,2026-03-11T20:12:34.066613,meta_restauracao,34,2,-32,"5,882%"
Veranópolis,2026-03,2026-03-11T20:13:27.009238,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T20:13:27.009238,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T20:13:27.009238,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T20:13:27.009238,meta_avaliacao,52,18,-34,"34,615%"
Veranópolis,2026-03,2026-03-11T20:13:27.009238,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-11T20:13:27.009238,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-11T20:14:20.522786,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T20:14:20.522786,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T20:14:20.522786,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T20:14:20.522786,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-11T20:14:20.522786,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-11T20:14:20.522786,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-11T20:15:15.303412,ortodontia,,,,
Flores,2026-03,2026-03-11T20:15:15.303412,clinico_geral,,,,
Flores,2026-03,2026-03-11T20:15:15.303412,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T20:15:15.303412,meta_avaliacao,134,40,-94,"29,851%"
Flores,2026-03,2026-03-11T20:15:15.303412,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-11T20:15:15.303412,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T21:04:09.295971,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-11T21:04:09.295971,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-11T21:04:09.295971,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T21:04:09.295971,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-11T21:04:09.295971,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-11T21:04:09.295971,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-11T21:05:02.076497,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T21:05:02.076497,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T21:05:02.076497,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T21:05:02.076497,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-11T21:05:02.076497,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T21:05:02.076497,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-11T21:05:55.177609,ortodontia,"26.000,00","7.252,00","-18.748,00","27,892%"
Bento,2026-03,2026-03-11T21:05:55.177609,clinico_geral,"25.000,00","6.823,00","-18.177,00","27,292%"
Bento,2026-03,2026-03-11T21:05:55.177609,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T21:05:55.177609,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-11T21:05:55.177609,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-11T21:05:55.177609,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-11T21:06:47.637960,ortodontia,,,,
Encantado,2026-03,2026-03-11T21:06:47.637960,clinico_geral,,,,
Encantado,2026-03,2026-03-11T21:06:47.637960,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T21:06:47.637960,meta_avaliacao,109,20,-89,"18,349%"
Encantado,2026-03,2026-03-11T21:06:47.637960,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-11T21:06:47.637960,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T21:07:40.653456,ortodontia,,,,
Soledade,2026-03,2026-03-11T21:07:40.653456,clinico_geral,,,,
Soledade,2026-03,2026-03-11T21:07:40.653456,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T21:07:40.653456,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-11T21:07:40.653456,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-11T21:07:40.653456,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T21:08:33.523428,ortodontia,"37.500,00","17.691,00","-19.809,00","47,176%"
Garibaldi,2026-03,2026-03-11T21:08:33.523428,clinico_geral,"28.000,00","4.873,00","-23.127,00","17,404%"
Garibaldi,2026-03,2026-03-11T21:08:33.523428,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T21:08:33.523428,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-11T21:08:33.523428,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-11T21:08:33.523428,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-11T21:09:27.201254,ortodontia,"29.000,00","6.295,69","-22.704,31","21,709%"
Veranópolis,2026-03,2026-03-11T21:09:27.201254,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-11T21:09:27.201254,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T21:09:27.201254,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-11T21:09:27.201254,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-11T21:09:27.201254,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-11T21:10:20.548708,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-11T21:10:20.548708,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-11T21:10:20.548708,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T21:10:20.548708,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-11T21:10:20.548708,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-11T21:10:20.548708,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-11T21:11:15.461252,ortodontia,,,,
Flores,2026-03,2026-03-11T21:11:15.461252,clinico_geral,,,,
Flores,2026-03,2026-03-11T21:11:15.461252,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T21:11:15.461252,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-11T21:11:15.461252,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-11T21:11:15.461252,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T22:55:14.058358,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-11T22:55:14.058358,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-11T22:55:14.058358,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T22:55:14.058358,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-11T22:55:14.058358,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-11T22:55:14.058358,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-11T22:56:06.940985,ortodontia,"34.000,00","8.143,00","-25.857,00","23,950%"
Farroupilha,2026-03,2026-03-11T22:56:06.940985,clinico_geral,"34.000,00","5.224,00","-28.776,00","15,365%"
Farroupilha,2026-03,2026-03-11T22:56:06.940985,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T22:56:06.940985,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-11T22:56:06.940985,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T22:56:06.940985,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-11T22:56:59.854021,ortodontia,"26.000,00","8.014,00","-17.986,00","30,823%"
Bento,2026-03,2026-03-11T22:56:59.854021,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-11T22:56:59.854021,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T22:56:59.854021,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-11T22:56:59.854021,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-11T22:56:59.854021,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-11T22:57:52.368537,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-11T22:57:52.368537,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-11T22:57:52.368537,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T22:57:52.368537,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-11T22:57:52.368537,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-11T22:57:52.368537,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T22:58:44.984023,ortodontia,"58.000,00","14.599,00","-43.401,00","25,171%"
Soledade,2026-03,2026-03-11T22:58:44.984023,clinico_geral,"40.000,00","5.638,00","-34.362,00","14,095%"
Soledade,2026-03,2026-03-11T22:58:44.984023,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T22:58:44.984023,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-11T22:58:44.984023,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-11T22:58:44.984023,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T22:59:37.735525,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-11T22:59:37.735525,clinico_geral,"28.000,00","5.120,00","-22.880,00","18,286%"
Garibaldi,2026-03,2026-03-11T22:59:37.735525,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T22:59:37.735525,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-11T22:59:37.735525,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-11T22:59:37.735525,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-11T23:00:30.829287,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
Veranópolis,2026-03,2026-03-11T23:00:30.829287,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-11T23:00:30.829287,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T23:00:30.829287,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-11T23:00:30.829287,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-11T23:00:30.829287,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-11T23:01:24.126959,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-11T23:01:24.126959,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-11T23:01:24.126959,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T23:01:24.126959,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-11T23:01:24.126959,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-11T23:01:24.126959,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-11T23:02:18.640750,ortodontia,"29.000,00","8.949,00","-20.051,00","30,859%"
Flores,2026-03,2026-03-11T23:02:18.640750,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-11T23:02:18.640750,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T23:02:18.640750,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-11T23:02:18.640750,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-11T23:02:18.640750,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T23:54:58.281756,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-11T23:54:58.281756,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-11T23:54:58.281756,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T23:54:58.281756,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-11T23:54:58.281756,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-11T23:54:58.281756,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-11T23:55:51.166342,ortodontia,"34.000,00","8.143,00","-25.857,00","23,950%"
Farroupilha,2026-03,2026-03-11T23:55:51.166342,clinico_geral,"34.000,00","5.224,00","-28.776,00","15,365%"
Farroupilha,2026-03,2026-03-11T23:55:51.166342,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T23:55:51.166342,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-11T23:55:51.166342,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T23:55:51.166342,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-11T23:56:44.246494,ortodontia,"26.000,00","8.014,00","-17.986,00","30,823%"
Bento,2026-03,2026-03-11T23:56:44.246494,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-11T23:56:44.246494,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T23:56:44.246494,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-11T23:56:44.246494,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-11T23:56:44.246494,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-11T23:57:37.325619,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-11T23:57:37.325619,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-11T23:57:37.325619,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T23:57:37.325619,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-11T23:57:37.325619,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-11T23:57:37.325619,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T23:58:30.191057,ortodontia,"58.000,00","14.599,00","-43.401,00","25,171%"
Soledade,2026-03,2026-03-11T23:58:30.191057,clinico_geral,"40.000,00","5.638,00","-34.362,00","14,095%"
Soledade,2026-03,2026-03-11T23:58:30.191057,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T23:58:30.191057,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-11T23:58:30.191057,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-11T23:58:30.191057,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T23:59:23.255562,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-11T23:59:23.255562,clinico_geral,"28.000,00","5.120,00","-22.880,00","18,286%"
Garibaldi,2026-03,2026-03-11T23:59:23.255562,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T23:59:23.255562,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-11T23:59:23.255562,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-11T23:59:23.255562,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-12T00:00:16.622245,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
Veranópolis,2026-03,2026-03-12T00:00:16.622245,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T00:00:16.622245,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T00:00:16.622245,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T00:00:16.622245,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T00:00:16.622245,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-12T00:01:09.684055,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-12T00:01:09.684055,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-12T00:01:09.684055,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T00:01:09.684055,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T00:01:09.684055,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-12T00:01:09.684055,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T00:02:04.166991,ortodontia,"29.000,00","8.949,00","-20.051,00","30,859%"
Flores,2026-03,2026-03-12T00:02:04.166991,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-12T00:02:04.166991,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T00:02:04.166991,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-12T00:02:04.166991,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T00:02:04.166991,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-12T05:09:39.570856,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-12T05:09:39.570856,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-12T05:09:39.570856,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T05:09:39.570856,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-12T05:09:39.570856,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-12T05:09:39.570856,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T05:10:33.068884,ortodontia,"34.000,00","8.143,00","-25.857,00","23,950%"
Farroupilha,2026-03,2026-03-12T05:10:33.068884,clinico_geral,"34.000,00","5.224,00","-28.776,00","15,365%"
Farroupilha,2026-03,2026-03-12T05:10:33.068884,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T05:10:33.068884,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-12T05:10:33.068884,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T05:10:33.068884,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T05:11:26.134173,ortodontia,"26.000,00","8.014,00","-17.986,00","30,823%"
Bento,2026-03,2026-03-12T05:11:26.134173,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-12T05:11:26.134173,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T05:11:26.134173,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-12T05:11:26.134173,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-12T05:11:26.134173,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T05:12:19.347519,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-12T05:12:19.347519,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-12T05:12:19.347519,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T05:12:19.347519,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-12T05:12:19.347519,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T05:12:19.347519,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-12T05:13:12.196479,ortodontia,"58.000,00","14.599,00","-43.401,00","25,171%"
Soledade,2026-03,2026-03-12T05:13:12.196479,clinico_geral,"40.000,00","5.638,00","-34.362,00","14,095%"
Soledade,2026-03,2026-03-12T05:13:12.196479,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T05:13:12.196479,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-12T05:13:12.196479,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-12T05:13:12.196479,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-12T05:14:05.077078,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-12T05:14:05.077078,clinico_geral,"28.000,00","5.120,00","-22.880,00","18,286%"
Garibaldi,2026-03,2026-03-12T05:14:05.077078,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T05:14:05.077078,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-12T05:14:05.077078,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-12T05:14:05.077078,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-12T05:14:58.142510,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
Veranópolis,2026-03,2026-03-12T05:14:58.142510,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T05:14:58.142510,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T05:14:58.142510,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T05:14:58.142510,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T05:14:58.142510,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-12T05:15:50.705574,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-12T05:15:50.705574,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-12T05:15:50.705574,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T05:15:50.705574,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T05:15:50.705574,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-12T05:15:50.705574,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T05:16:44.236784,ortodontia,"29.000,00","8.949,00","-20.051,00","30,859%"
Flores,2026-03,2026-03-12T05:16:44.236784,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-12T05:16:44.236784,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T05:16:44.236784,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-12T05:16:44.236784,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T05:16:44.236784,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-12T08:01:14.532439,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-12T08:01:14.532439,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-12T08:01:14.532439,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T08:01:14.532439,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-12T08:01:14.532439,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-12T08:01:14.532439,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T08:02:08.947321,ortodontia,"34.000,00","8.143,00","-25.857,00","23,950%"
Farroupilha,2026-03,2026-03-12T08:02:08.947321,clinico_geral,"34.000,00","5.224,00","-28.776,00","15,365%"
Farroupilha,2026-03,2026-03-12T08:02:08.947321,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T08:02:08.947321,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-12T08:02:08.947321,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T08:02:08.947321,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T08:03:02.928231,ortodontia,"26.000,00","8.014,00","-17.986,00","30,823%"
Bento,2026-03,2026-03-12T08:03:02.928231,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-12T08:03:02.928231,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T08:03:02.928231,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-12T08:03:02.928231,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-12T08:03:02.928231,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T08:03:56.343572,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-12T08:03:56.343572,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-12T08:03:56.343572,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T08:03:56.343572,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-12T08:03:56.343572,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T08:03:56.343572,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-12T08:04:50.474911,ortodontia,"58.000,00","14.599,00","-43.401,00","25,171%"
Soledade,2026-03,2026-03-12T08:04:50.474911,clinico_geral,"40.000,00","5.638,00","-34.362,00","14,095%"
Soledade,2026-03,2026-03-12T08:04:50.474911,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T08:04:50.474911,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-12T08:04:50.474911,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-12T08:04:50.474911,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-12T08:05:44.522233,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-12T08:05:44.522233,clinico_geral,"28.000,00","5.120,00","-22.880,00","18,286%"
Garibaldi,2026-03,2026-03-12T08:05:44.522233,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T08:05:44.522233,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-12T08:05:44.522233,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-12T08:05:44.522233,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-12T08:06:38.637483,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
